day,hour,minute,customer_no
Friday,7,0,3
Friday,7,1,3
Friday,7,2,3
Friday,7,3,3
Friday,7,4,3
Friday,7,5,3
Friday,7,6,3
Friday,7,7,1
Friday,7,8,6
Friday,7,9,6
Friday,7,10,4
Friday,7,11,8
Friday,7,12,6
Friday,7,13,4
Friday,7,14,3
Friday,7,15,1
Friday,7,16,2
Friday,7,17,2
Friday,7,18,3
Friday,7,19,6
Friday,7,20,7
Friday,7,21,2
Friday,7,22,3
Friday,7,23,1
Friday,7,24,5
Friday,7,25,5
Friday,7,26,4
Friday,7,27,11
Friday,7,28,7
Friday,7,29,3
Friday,7,30,7
Friday,7,31,7
Friday,7,32,5
Friday,7,33,5
Friday,7,34,6
Friday,7,35,9
Friday,7,36,7
Friday,7,37,9
Friday,7,38,10
Friday,7,39,7
Friday,7,40,4
Friday,7,41,15
Friday,7,42,10
Friday,7,43,9
Friday,7,44,3
Friday,7,45,2
Friday,7,46,2
Friday,7,47,6
Friday,7,48,8
Friday,7,49,7
Friday,7,50,6
Friday,7,51,4
Friday,7,52,4
Friday,7,53,7
Friday,7,54,8
Friday,7,55,3
Friday,7,56,2
Friday,7,57,7
Friday,7,58,3
Friday,7,59,2
Friday,8,0,3
Friday,8,1,6
Friday,8,2,6
Friday,8,3,7
Friday,8,4,6
Friday,8,5,5
Friday,8,6,3
Friday,8,7,2
Friday,8,8,4
Friday,8,9,5
Friday,8,10,4
Friday,8,11,8
Friday,8,12,5
Friday,8,13,7
Friday,8,14,4
Friday,8,15,6
Friday,8,16,9
Friday,8,17,9
Friday,8,18,10
Friday,8,19,8
Friday,8,20,8
Friday,8,21,14
Friday,8,22,14
Friday,8,23,7
Friday,8,24,9
Friday,8,25,12
Friday,8,26,5
Friday,8,27,9
Friday,8,28,7
Friday,8,29,6
Friday,8,30,8
Friday,8,31,7
Friday,8,32,6
Friday,8,33,7
Friday,8,34,10
Friday,8,35,8
Friday,8,36,7
Friday,8,37,6
Friday,8,38,12
Friday,8,39,10
Friday,8,40,11
Friday,8,41,11
Friday,8,42,6
Friday,8,43,8
Friday,8,44,8
Friday,8,45,2
Friday,8,46,5
Friday,8,47,9
Friday,8,48,7
Friday,8,49,12
Friday,8,50,10
Friday,8,51,9
Friday,8,52,11
Friday,8,53,12
Friday,8,54,10
Friday,8,55,11
Friday,8,56,7
Friday,8,57,14
Friday,8,58,11
Friday,8,59,6
Friday,9,0,8
Friday,9,1,5
Friday,9,2,10
Friday,9,3,8
Friday,9,4,4
Friday,9,5,9
Friday,9,6,6
Friday,9,7,6
Friday,9,8,7
Friday,9,9,7
Friday,9,10,5
Friday,9,11,8
Friday,9,12,4
Friday,9,13,4
Friday,9,14,4
Friday,9,15,2
Friday,9,16,2
Friday,9,17,2
Friday,9,18,4
Friday,9,19,5
Friday,9,20,8
Friday,9,21,5
Friday,9,22,5
Friday,9,23,1
Friday,9,24,2
Friday,9,25,6
Friday,9,26,3
Friday,9,27,1
Friday,9,28,3
Friday,9,30,1
Friday,9,31,1
Friday,9,32,6
Friday,9,33,2
Friday,9,34,4
Friday,9,35,2
Friday,9,36,6
Friday,9,37,5
Friday,9,38,8
Friday,9,39,3
Friday,9,40,6
Friday,9,41,6
Friday,9,42,3
Friday,9,43,4
Friday,9,44,5
Friday,9,45,3
Friday,9,46,1
Friday,9,47,1
Friday,9,48,4
Friday,9,49,2
Friday,9,50,1
Friday,9,51,2
Friday,9,52,5
Friday,9,53,3
Friday,9,55,6
Friday,9,56,2
Friday,9,57,4
Friday,9,58,8
Friday,9,59,6
Friday,10,0,7
Friday,10,1,9
Friday,10,2,10
Friday,10,3,10
Friday,10,4,10
Friday,10,5,7
Friday,10,6,11
Friday,10,7,9
Friday,10,8,6
Friday,10,9,7
Friday,10,10,4
Friday,10,11,3
Friday,10,12,2
Friday,10,13,5
Friday,10,15,2
Friday,10,16,5
Friday,10,17,10
Friday,10,18,2
Friday,10,19,6
Friday,10,20,7
Friday,10,21,5
Friday,10,22,3
Friday,10,23,5
Friday,10,24,4
Friday,10,25,6
Friday,10,26,6
Friday,10,27,10
Friday,10,28,6
Friday,10,29,7
Friday,10,30,4
Friday,10,31,2
Friday,10,32,4
Friday,10,33,3
Friday,10,34,1
Friday,10,35,1
Friday,10,36,2
Friday,10,37,2
Friday,10,38,7
Friday,10,39,4
Friday,10,40,6
Friday,10,41,3
Friday,10,42,5
Friday,10,43,4
Friday,10,44,7
Friday,10,45,6
Friday,10,46,4
Friday,10,47,2
Friday,10,48,2
Friday,10,49,1
Friday,10,50,2
Friday,10,51,5
Friday,10,52,2
Friday,10,53,6
Friday,10,54,2
Friday,10,55,4
Friday,10,56,8
Friday,10,57,2
Friday,10,58,5
Friday,10,59,6
Friday,11,0,4
Friday,11,1,2
Friday,11,2,3
Friday,11,3,3
Friday,11,4,2
Friday,11,5,3
Friday,11,6,4
Friday,11,7,5
Friday,11,8,2
Friday,11,9,2
Friday,11,10,1
Friday,11,11,1
Friday,11,12,1
Friday,11,14,1
Friday,11,15,5
Friday,11,16,3
Friday,11,17,6
Friday,11,18,3
Friday,11,19,4
Friday,11,20,6
Friday,11,21,9
Friday,11,22,3
Friday,11,23,6
Friday,11,24,6
Friday,11,25,4
Friday,11,27,1
Friday,11,28,5
Friday,11,29,3
Friday,11,30,4
Friday,11,31,1
Friday,11,32,5
Friday,11,33,2
Friday,11,34,3
Friday,11,36,3
Friday,11,37,2
Friday,11,38,6
Friday,11,39,4
Friday,11,40,4
Friday,11,41,7
Friday,11,42,8
Friday,11,43,14
Friday,11,44,7
Friday,11,45,8
Friday,11,46,6
Friday,11,47,9
Friday,11,48,4
Friday,11,49,9
Friday,11,50,4
Friday,11,51,8
Friday,11,52,5
Friday,11,53,14
Friday,11,54,7
Friday,11,55,4
Friday,11,56,10
Friday,11,57,7
Friday,11,58,8
Friday,11,59,4
Friday,12,0,4
Friday,12,1,5
Friday,12,2,5
Friday,12,3,4
Friday,12,4,8
Friday,12,5,5
Friday,12,6,4
Friday,12,7,7
Friday,12,8,6
Friday,12,9,5
Friday,12,10,5
Friday,12,11,9
Friday,12,12,8
Friday,12,13,8
Friday,12,14,3
Friday,12,15,5
Friday,12,16,2
Friday,12,17,4
Friday,12,18,3
Friday,12,19,2
Friday,12,20,4
Friday,12,21,4
Friday,12,22,2
Friday,12,23,3
Friday,12,24,5
Friday,12,25,3
Friday,12,26,3
Friday,12,27,2
Friday,12,28,1
Friday,12,30,2
Friday,12,31,4
Friday,12,33,3
Friday,12,34,1
Friday,12,35,7
Friday,12,36,5
Friday,12,37,6
Friday,12,38,6
Friday,12,39,11
Friday,12,40,11
Friday,12,41,12
Friday,12,42,7
Friday,12,43,3
Friday,12,44,7
Friday,12,45,6
Friday,12,46,4
Friday,12,47,3
Friday,12,48,6
Friday,12,49,4
Friday,12,50,4
Friday,12,51,2
Friday,12,52,2
Friday,12,53,2
Friday,12,54,7
Friday,12,55,10
Friday,12,56,8
Friday,12,57,4
Friday,12,58,4
Friday,12,59,3
Friday,13,0,5
Friday,13,1,5
Friday,13,2,4
Friday,13,3,2
Friday,13,4,3
Friday,13,5,3
Friday,13,6,10
Friday,13,7,7
Friday,13,8,3
Friday,13,9,2
Friday,13,10,3
Friday,13,12,5
Friday,13,13,2
Friday,13,14,3
Friday,13,15,8
Friday,13,16,9
Friday,13,17,4
Friday,13,18,7
Friday,13,19,10
Friday,13,20,10
Friday,13,21,7
Friday,13,22,9
Friday,13,23,7
Friday,13,24,6
Friday,13,25,4
Friday,13,26,10
Friday,13,27,10
Friday,13,28,16
Friday,13,29,13
Friday,13,30,4
Friday,13,31,13
Friday,13,32,5
Friday,13,33,8
Friday,13,34,6
Friday,13,35,11
Friday,13,36,2
Friday,13,37,5
Friday,13,38,5
Friday,13,39,5
Friday,13,40,2
Friday,13,41,3
Friday,13,42,1
Friday,13,43,6
Friday,13,44,6
Friday,13,45,6
Friday,13,46,4
Friday,13,47,7
Friday,13,48,5
Friday,13,49,4
Friday,13,50,7
Friday,13,51,4
Friday,13,52,4
Friday,13,53,9
Friday,13,54,5
Friday,13,55,8
Friday,13,56,9
Friday,13,57,5
Friday,13,58,6
Friday,13,59,5
Friday,14,0,6
Friday,14,1,7
Friday,14,2,11
Friday,14,3,7
Friday,14,4,10
Friday,14,5,7
Friday,14,6,3
Friday,14,7,7
Friday,14,8,9
Friday,14,9,5
Friday,14,10,3
Friday,14,11,4
Friday,14,12,6
Friday,14,13,8
Friday,14,14,5
Friday,14,15,4
Friday,14,16,5
Friday,14,17,6
Friday,14,18,7
Friday,14,19,3
Friday,14,20,7
Friday,14,21,7
Friday,14,22,5
Friday,14,23,11
Friday,14,24,4
Friday,14,25,7
Friday,14,26,7
Friday,14,27,9
Friday,14,28,6
Friday,14,29,12
Friday,14,30,14
Friday,14,31,9
Friday,14,32,8
Friday,14,33,10
Friday,14,34,6
Friday,14,35,5
Friday,14,36,7
Friday,14,37,6
Friday,14,38,3
Friday,14,39,2
Friday,14,40,8
Friday,14,41,3
Friday,14,42,8
Friday,14,43,3
Friday,14,44,5
Friday,14,45,11
Friday,14,46,6
Friday,14,47,7
Friday,14,48,10
Friday,14,49,5
Friday,14,50,2
Friday,14,51,2
Friday,14,52,3
Friday,14,53,2
Friday,14,54,3
Friday,14,55,1
Friday,14,57,3
Friday,14,58,5
Friday,14,59,4
Friday,15,0,3
Friday,15,1,2
Friday,15,2,5
Friday,15,3,4
Friday,15,4,2
Friday,15,5,7
Friday,15,6,2
Friday,15,7,6
Friday,15,8,7
Friday,15,9,3
Friday,15,10,2
Friday,15,11,4
Friday,15,12,3
Friday,15,13,5
Friday,15,14,3
Friday,15,15,2
Friday,15,16,4
Friday,15,17,3
Friday,15,18,5
Friday,15,19,4
Friday,15,20,2
Friday,15,21,4
Friday,15,22,9
Friday,15,23,6
Friday,15,24,3
Friday,15,25,7
Friday,15,26,5
Friday,15,27,2
Friday,15,28,6
Friday,15,29,7
Friday,15,30,7
Friday,15,31,1
Friday,15,32,1
Friday,15,33,3
Friday,15,34,4
Friday,15,35,5
Friday,15,36,4
Friday,15,37,2
Friday,15,38,3
Friday,15,39,1
Friday,15,40,3
Friday,15,41,3
Friday,15,42,2
Friday,15,43,5
Friday,15,44,10
Friday,15,45,9
Friday,15,46,8
Friday,15,47,10
Friday,15,48,6
Friday,15,49,6
Friday,15,50,3
Friday,15,51,1
Friday,15,52,4
Friday,15,53,4
Friday,15,54,9
Friday,15,55,1
Friday,15,56,3
Friday,15,57,6
Friday,15,58,5
Friday,15,59,2
Friday,16,0,9
Friday,16,1,6
Friday,16,2,5
Friday,16,3,7
Friday,16,4,6
Friday,16,5,2
Friday,16,6,8
Friday,16,7,6
Friday,16,8,2
Friday,16,9,2
Friday,16,10,5
Friday,16,11,2
Friday,16,12,1
Friday,16,13,4
Friday,16,14,6
Friday,16,15,4
Friday,16,16,6
Friday,16,17,12
Friday,16,18,9
Friday,16,19,8
Friday,16,20,5
Friday,16,21,6
Friday,16,22,3
Friday,16,23,7
Friday,16,24,9
Friday,16,25,6
Friday,16,26,4
Friday,16,27,4
Friday,16,28,3
Friday,16,29,6
Friday,16,30,3
Friday,16,31,3
Friday,16,32,4
Friday,16,33,6
Friday,16,34,6
Friday,16,35,3
Friday,16,36,2
Friday,16,37,3
Friday,16,38,9
Friday,16,39,3
Friday,16,40,10
Friday,16,41,14
Friday,16,42,7
Friday,16,43,6
Friday,16,44,7
Friday,16,45,5
Friday,16,46,4
Friday,16,47,13
Friday,16,48,6
Friday,16,49,4
Friday,16,50,4
Friday,16,51,9
Friday,16,52,5
Friday,16,53,8
Friday,16,54,8
Friday,16,55,6
Friday,16,56,8
Friday,16,57,4
Friday,16,58,1
Friday,16,59,2
Friday,17,0,6
Friday,17,1,5
Friday,17,2,7
Friday,17,3,8
Friday,17,4,15
Friday,17,5,8
Friday,17,6,8
Friday,17,7,6
Friday,17,8,8
Friday,17,9,3
Friday,17,10,3
Friday,17,11,3
Friday,17,12,4
Friday,17,13,5
Friday,17,14,8
Friday,17,15,7
Friday,17,16,12
Friday,17,17,11
Friday,17,18,10
Friday,17,19,13
Friday,17,20,11
Friday,17,21,10
Friday,17,22,6
Friday,17,23,9
Friday,17,24,10
Friday,17,25,7
Friday,17,26,10
Friday,17,27,8
Friday,17,28,12
Friday,17,29,11
Friday,17,30,5
Friday,17,31,13
Friday,17,32,5
Friday,17,33,4
Friday,17,34,5
Friday,17,35,9
Friday,17,36,5
Friday,17,38,1
Friday,17,39,8
Friday,17,40,8
Friday,17,41,5
Friday,17,42,4
Friday,17,43,4
Friday,17,44,3
Friday,17,45,4
Friday,17,46,3
Friday,17,47,7
Friday,17,48,12
Friday,17,49,9
Friday,17,50,5
Friday,17,51,3
Friday,17,52,8
Friday,17,53,6
Friday,17,54,6
Friday,17,55,6
Friday,17,56,4
Friday,17,57,3
Friday,17,58,9
Friday,17,59,8
Friday,18,0,11
Friday,18,1,7
Friday,18,2,11
Friday,18,3,12
Friday,18,4,11
Friday,18,5,6
Friday,18,6,7
Friday,18,7,9
Friday,18,8,9
Friday,18,9,7
Friday,18,10,8
Friday,18,11,14
Friday,18,12,10
Friday,18,13,6
Friday,18,14,4
Friday,18,15,10
Friday,18,16,7
Friday,18,17,10
Friday,18,18,10
Friday,18,19,9
Friday,18,20,10
Friday,18,21,12
Friday,18,22,9
Friday,18,23,11
Friday,18,24,12
Friday,18,25,9
Friday,18,26,4
Friday,18,27,10
Friday,18,28,11
Friday,18,29,11
Friday,18,30,9
Friday,18,31,8
Friday,18,32,8
Friday,18,33,10
Friday,18,34,10
Friday,18,35,14
Friday,18,36,13
Friday,18,37,12
Friday,18,38,13
Friday,18,39,16
Friday,18,40,16
Friday,18,41,11
Friday,18,42,7
Friday,18,43,7
Friday,18,44,9
Friday,18,45,10
Friday,18,46,9
Friday,18,47,11
Friday,18,48,10
Friday,18,49,11
Friday,18,50,6
Friday,18,51,10
Friday,18,52,6
Friday,18,53,6
Friday,18,54,6
Friday,18,56,3
Friday,18,57,2
Friday,18,58,7
Friday,18,59,11
Friday,19,0,5
Friday,19,1,1
Friday,19,2,9
Friday,19,3,5
Friday,19,4,10
Friday,19,5,4
Friday,19,6,6
Friday,19,7,6
Friday,19,8,6
Friday,19,9,8
Friday,19,10,11
Friday,19,11,6
Friday,19,12,8
Friday,19,13,7
Friday,19,14,8
Friday,19,15,6
Friday,19,16,4
Friday,19,17,9
Friday,19,18,5
Friday,19,19,8
Friday,19,20,8
Friday,19,21,4
Friday,19,22,9
Friday,19,23,11
Friday,19,24,11
Friday,19,25,3
Friday,19,26,2
Friday,19,27,9
Friday,19,28,15
Friday,19,29,14
Friday,19,30,11
Friday,19,31,13
Friday,19,32,9
Friday,19,33,14
Friday,19,34,11
Friday,19,35,4
Friday,19,36,9
Friday,19,37,14
Friday,19,38,8
Friday,19,39,9
Friday,19,40,11
Friday,19,41,3
Friday,19,42,6
Friday,19,43,11
Friday,19,44,6
Friday,19,45,8
Friday,19,46,5
Friday,19,47,5
Friday,19,48,7
Friday,19,49,9
Friday,19,50,2
Friday,19,51,4
Friday,19,52,7
Friday,19,53,10
Friday,19,54,5
Friday,19,55,8
Friday,19,56,4
Friday,19,57,4
Friday,19,58,9
Friday,19,59,9
Friday,20,0,8
Friday,20,1,10
Friday,20,2,7
Friday,20,3,8
Friday,20,4,8
Friday,20,5,7
Friday,20,6,9
Friday,20,7,3
Friday,20,8,3
Friday,20,9,5
Friday,20,10,3
Friday,20,11,2
Friday,20,12,4
Friday,20,13,8
Friday,20,14,3
Friday,20,15,8
Friday,20,16,8
Friday,20,17,9
Friday,20,18,7
Friday,20,19,10
Friday,20,20,6
Friday,20,21,12
Friday,20,22,7
Friday,20,23,7
Friday,20,24,4
Friday,20,25,9
Friday,20,26,12
Friday,20,27,11
Friday,20,28,2
Friday,20,29,6
Friday,20,30,6
Friday,20,31,7
Friday,20,32,5
Friday,20,33,4
Friday,20,34,7
Friday,20,35,3
Friday,20,36,3
Friday,20,37,3
Friday,20,38,7
Friday,20,39,2
Friday,20,40,3
Friday,20,41,3
Friday,20,42,5
Friday,20,43,3
Friday,20,44,2
Friday,20,45,5
Friday,20,46,5
Friday,20,47,7
Friday,20,48,2
Friday,20,49,6
Friday,20,50,5
Friday,20,51,6
Friday,20,52,3
Friday,20,53,5
Friday,20,54,2
Friday,20,55,1
Friday,20,56,3
Friday,20,57,2
Friday,20,58,7
Friday,20,59,7
Friday,21,0,6
Friday,21,1,4
Friday,21,2,3
Friday,21,3,3
Friday,21,4,2
Friday,21,5,2
Friday,21,6,4
Friday,21,7,1
Friday,21,8,2
Friday,21,9,3
Friday,21,10,3
Friday,21,11,2
Friday,21,12,4
Friday,21,13,2
Friday,21,14,2
Friday,21,15,4
Friday,21,16,4
Friday,21,17,1
Friday,21,18,5
Friday,21,19,2
Friday,21,20,6
Friday,21,21,6
Friday,21,22,5
Friday,21,23,3
Friday,21,24,6
Friday,21,25,6
Friday,21,26,10
Friday,21,27,9
Friday,21,28,5
Friday,21,29,5
Friday,21,30,4
Friday,21,31,6
Friday,21,32,4
Friday,21,33,2
Friday,21,34,4
Friday,21,35,4
Friday,21,37,1
Friday,21,39,1
Friday,21,40,2
Friday,21,41,1
Friday,21,42,2
Friday,21,43,1
Friday,21,44,1
Friday,21,45,2
Friday,21,46,5
Friday,21,47,4
Friday,21,48,7
Friday,21,49,4
Friday,21,50,6
Monday,7,3,2
Monday,7,4,6
Monday,7,5,4
Monday,7,6,8
Monday,7,7,4
Monday,7,8,4
Monday,7,9,3
Monday,7,10,1
Monday,7,11,3
Monday,7,12,5
Monday,7,13,6
Monday,7,14,5
Monday,7,15,4
Monday,7,16,7
Monday,7,17,9
Monday,7,18,7
Monday,7,19,5
Monday,7,20,7
Monday,7,21,2
Monday,7,22,6
Monday,7,23,2
Monday,7,24,2
Monday,7,25,2
Monday,7,26,13
Monday,7,27,11
Monday,7,28,7
Monday,7,29,6
Monday,7,30,10
Monday,7,31,6
Monday,7,32,6
Monday,7,33,10
Monday,7,34,3
Monday,7,35,5
Monday,7,36,4
Monday,7,37,2
Monday,7,38,2
Monday,7,39,4
Monday,7,40,5
Monday,7,41,3
Monday,7,42,5
Monday,7,43,10
Monday,7,44,11
Monday,7,45,7
Monday,7,46,4
Monday,7,47,8
Monday,7,48,10
Monday,7,49,9
Monday,7,50,9
Monday,7,51,3
Monday,7,52,8
Monday,7,53,7
Monday,7,54,6
Monday,7,55,3
Monday,7,56,6
Monday,7,57,5
Monday,7,58,2
Monday,7,59,3
Monday,8,0,3
Monday,8,1,5
Monday,8,2,6
Monday,8,3,7
Monday,8,4,2
Monday,8,5,4
Monday,8,6,8
Monday,8,7,6
Monday,8,8,5
Monday,8,9,3
Monday,8,10,3
Monday,8,11,7
Monday,8,12,4
Monday,8,13,3
Monday,8,14,5
Monday,8,15,3
Monday,8,16,9
Monday,8,17,5
Monday,8,18,4
Monday,8,19,2
Monday,8,20,1
Monday,8,21,3
Monday,8,22,10
Monday,8,23,5
Monday,8,24,2
Monday,8,25,5
Monday,8,26,8
Monday,8,27,3
Monday,8,28,6
Monday,8,29,5
Monday,8,30,3
Monday,8,31,7
Monday,8,32,5
Monday,8,33,10
Monday,8,34,9
Monday,8,35,9
Monday,8,36,6
Monday,8,37,4
Monday,8,38,7
Monday,8,39,5
Monday,8,40,7
Monday,8,41,9
Monday,8,42,7
Monday,8,43,10
Monday,8,44,11
Monday,8,45,10
Monday,8,46,13
Monday,8,47,8
Monday,8,48,10
Monday,8,49,4
Monday,8,50,10
Monday,8,51,10
Monday,8,52,3
Monday,8,53,4
Monday,8,54,4
Monday,8,55,10
Monday,8,56,7
Monday,8,57,7
Monday,8,58,9
Monday,8,59,4
Monday,9,0,8
Monday,9,1,2
Monday,9,2,5
Monday,9,3,6
Monday,9,4,3
Monday,9,5,3
Monday,9,6,3
Monday,9,7,3
Monday,9,8,6
Monday,9,9,5
Monday,9,10,7
Monday,9,11,5
Monday,9,12,6
Monday,9,13,5
Monday,9,14,3
Monday,9,15,3
Monday,9,16,6
Monday,9,17,1
Monday,9,18,6
Monday,9,19,6
Monday,9,20,6
Monday,9,21,5
Monday,9,22,10
Monday,9,23,6
Monday,9,24,3
Monday,9,25,2
Monday,9,26,1
Monday,9,27,4
Monday,9,28,2
Monday,9,29,2
Monday,9,30,2
Monday,9,31,5
Monday,9,32,4
Monday,9,33,3
Monday,9,34,8
Monday,9,35,5
Monday,9,36,3
Monday,9,37,9
Monday,9,38,10
Monday,9,39,9
Monday,9,40,7
Monday,9,41,5
Monday,9,42,10
Monday,9,43,8
Monday,9,44,6
Monday,9,45,6
Monday,9,46,9
Monday,9,47,4
Monday,9,48,2
Monday,9,49,6
Monday,9,50,3
Monday,9,51,3
Monday,9,52,5
Monday,9,53,8
Monday,9,54,5
Monday,9,55,9
Monday,9,56,4
Monday,9,57,3
Monday,9,58,5
Monday,9,59,9
Monday,10,0,4
Monday,10,1,4
Monday,10,2,7
Monday,10,3,2
Monday,10,4,1
Monday,10,5,3
Monday,10,6,1
Monday,10,7,7
Monday,10,8,6
Monday,10,9,8
Monday,10,10,4
Monday,10,11,2
Monday,10,12,8
Monday,10,13,6
Monday,10,14,3
Monday,10,15,6
Monday,10,16,4
Monday,10,17,10
Monday,10,18,10
Monday,10,19,9
Monday,10,20,8
Monday,10,21,2
Monday,10,22,5
Monday,10,23,2
Monday,10,24,2
Monday,10,25,4
Monday,10,27,4
Monday,10,28,2
Monday,10,29,1
Monday,10,30,1
Monday,10,31,2
Monday,10,32,3
Monday,10,33,2
Monday,10,34,3
Monday,10,35,3
Monday,10,36,9
Monday,10,37,5
Monday,10,38,2
Monday,10,39,9
Monday,10,40,10
Monday,10,41,10
Monday,10,42,5
Monday,10,43,7
Monday,10,44,6
Monday,10,45,7
Monday,10,46,9
Monday,10,47,6
Monday,10,48,4
Monday,10,49,7
Monday,10,50,8
Monday,10,51,9
Monday,10,52,4
Monday,10,53,4
Monday,10,54,4
Monday,10,55,2
Monday,10,56,1
Monday,10,57,1
Monday,10,58,2
Monday,10,59,2
Monday,11,0,4
Monday,11,1,1
Monday,11,2,2
Monday,11,3,1
Monday,11,4,1
Monday,11,5,4
Monday,11,6,3
Monday,11,7,1
Monday,11,8,3
Monday,11,9,5
Monday,11,10,6
Monday,11,11,3
Monday,11,12,4
Monday,11,13,5
Monday,11,14,5
Monday,11,16,3
Monday,11,17,1
Monday,11,18,1
Monday,11,19,5
Monday,11,20,3
Monday,11,21,6
Monday,11,22,8
Monday,11,23,6
Monday,11,24,10
Monday,11,25,5
Monday,11,26,2
Monday,11,27,3
Monday,11,28,9
Monday,11,29,5
Monday,11,30,1
Monday,11,31,2
Monday,11,32,4
Monday,11,33,4
Monday,11,34,5
Monday,11,35,1
Monday,11,36,2
Monday,11,37,4
Monday,11,38,1
Monday,11,39,2
Monday,11,40,2
Monday,11,41,1
Monday,11,42,3
Monday,11,44,2
Monday,11,45,1
Monday,11,47,1
Monday,11,48,2
Monday,11,49,1
Monday,11,50,2
Monday,11,51,3
Monday,11,52,6
Monday,11,53,3
Monday,11,54,3
Monday,11,55,3
Monday,11,56,3
Monday,11,57,3
Monday,11,58,3
Monday,11,59,6
Monday,12,0,3
Monday,12,1,3
Monday,12,2,1
Monday,12,3,4
Monday,12,4,2
Monday,12,5,5
Monday,12,6,3
Monday,12,7,3
Monday,12,8,6
Monday,12,9,2
Monday,12,10,2
Monday,12,11,6
Monday,12,12,4
Monday,12,13,5
Monday,12,14,3
Monday,12,15,3
Monday,12,16,2
Monday,12,17,6
Monday,12,18,7
Monday,12,19,3
Monday,12,20,3
Monday,12,21,2
Monday,12,22,5
Monday,12,23,7
Monday,12,24,3
Monday,12,25,5
Monday,12,26,3
Monday,12,27,7
Monday,12,28,10
Monday,12,29,5
Monday,12,30,7
Monday,12,31,2
Monday,12,32,8
Monday,12,33,4
Monday,12,34,3
Monday,12,35,6
Monday,12,36,3
Monday,12,37,6
Monday,12,38,5
Monday,12,39,3
Monday,12,40,4
Monday,12,41,1
Monday,12,42,5
Monday,12,43,5
Monday,12,44,5
Monday,12,45,6
Monday,12,46,7
Monday,12,47,3
Monday,12,48,7
Monday,12,49,4
Monday,12,50,5
Monday,12,51,1
Monday,12,52,1
Monday,12,53,4
Monday,12,54,4
Monday,12,55,8
Monday,12,56,8
Monday,12,57,4
Monday,12,58,5
Monday,12,59,8
Monday,13,0,7
Monday,13,1,7
Monday,13,2,2
Monday,13,3,3
Monday,13,4,7
Monday,13,5,2
Monday,13,6,6
Monday,13,7,8
Monday,13,8,5
Monday,13,9,2
Monday,13,10,10
Monday,13,11,8
Monday,13,12,7
Monday,13,13,6
Monday,13,14,6
Monday,13,15,9
Monday,13,16,12
Monday,13,17,13
Monday,13,18,11
Monday,13,19,7
Monday,13,20,7
Monday,13,21,3
Monday,13,22,9
Monday,13,23,4
Monday,13,24,10
Monday,13,25,9
Monday,13,26,5
Monday,13,27,11
Monday,13,28,4
Monday,13,29,3
Monday,13,30,5
Monday,13,31,6
Monday,13,32,6
Monday,13,33,6
Monday,13,34,8
Monday,13,35,11
Monday,13,36,8
Monday,13,37,10
Monday,13,38,4
Monday,13,39,8
Monday,13,40,7
Monday,13,41,6
Monday,13,42,4
Monday,13,43,7
Monday,13,44,7
Monday,13,45,9
Monday,13,46,9
Monday,13,47,13
Monday,13,48,10
Monday,13,49,7
Monday,13,50,7
Monday,13,51,8
Monday,13,52,5
Monday,13,53,6
Monday,13,54,2
Monday,13,55,5
Monday,13,56,7
Monday,13,57,2
Monday,13,58,8
Monday,13,59,8
Monday,14,0,3
Monday,14,1,2
Monday,14,2,5
Monday,14,3,6
Monday,14,4,4
Monday,14,5,7
Monday,14,6,3
Monday,14,7,1
Monday,14,8,4
Monday,14,9,6
Monday,14,10,4
Monday,14,11,8
Monday,14,12,4
Monday,14,13,2
Monday,14,14,3
Monday,14,15,4
Monday,14,16,4
Monday,14,18,2
Monday,14,19,4
Monday,14,20,3
Monday,14,21,9
Monday,14,22,10
Monday,14,23,11
Monday,14,24,12
Monday,14,25,8
Monday,14,26,7
Monday,14,27,6
Monday,14,28,3
Monday,14,29,5
Monday,14,30,2
Monday,14,31,4
Monday,14,32,1
Monday,14,33,2
Monday,14,34,3
Monday,14,35,2
Monday,14,36,7
Monday,14,37,7
Monday,14,38,3
Monday,14,39,2
Monday,14,40,4
Monday,14,41,7
Monday,14,42,7
Monday,14,43,12
Monday,14,44,11
Monday,14,45,10
Monday,14,46,4
Monday,14,47,11
Monday,14,48,5
Monday,14,49,5
Monday,14,50,3
Monday,14,51,4
Monday,14,52,4
Monday,14,53,10
Monday,14,54,3
Monday,14,55,5
Monday,14,56,6
Monday,14,57,2
Monday,14,58,4
Monday,14,59,5
Monday,15,0,9
Monday,15,1,4
Monday,15,2,7
Monday,15,3,4
Monday,15,4,5
Monday,15,5,6
Monday,15,6,2
Monday,15,7,9
Monday,15,8,6
Monday,15,9,7
Monday,15,10,7
Monday,15,11,9
Monday,15,12,7
Monday,15,13,8
Monday,15,14,9
Monday,15,15,7
Monday,15,16,6
Monday,15,17,6
Monday,15,18,6
Monday,15,19,7
Monday,15,20,4
Monday,15,21,6
Monday,15,22,6
Monday,15,23,7
Monday,15,24,8
Monday,15,25,4
Monday,15,26,7
Monday,15,27,7
Monday,15,28,7
Monday,15,29,7
Monday,15,30,7
Monday,15,31,4
Monday,15,32,3
Monday,15,33,8
Monday,15,34,8
Monday,15,35,6
Monday,15,36,8
Monday,15,37,6
Monday,15,38,3
Monday,15,39,5
Monday,15,40,11
Monday,15,41,10
Monday,15,42,6
Monday,15,43,3
Monday,15,44,6
Monday,15,45,7
Monday,15,46,4
Monday,15,47,6
Monday,15,48,4
